text,labels
"Magna said Mr. McAlpine resigned to pursue a consulting career , with Magna as one of his clients .",B-geo O B-per I-per O O O O O O O O B-geo O O O O O O
Resistance by native Caribs prevented colonization on Saint Vincent until 1719 .,O O O O O O O B-per I-per O B-tim O
"Disputed between France and the United Kingdom for most of the 18th century , the island was ceded to the latter in 1783 .",O O B-geo O O B-org I-org O O O O B-tim I-tim O O O O O O O O O B-tim O
"Between 1960 and 1962 , Saint Vincent and the Grenadines was a separate administrative unit of the Federation of the West Indies .",B-tim I-tim I-tim I-tim O B-per I-per O O B-org O O O O O O O B-org O O B-geo I-geo O
Autonomy was granted in 1969 and independence in 1979 .,O O O O B-tim O O O B-tim O
The Slovene lands were part of the Austro-Hungarian Empire until the latter 's dissolution at the end of World War I .,O B-gpe O O O O O O O O O O O O O O O O B-eve I-eve I-eve O
"In 1918 , the Slovenes joined the Serbs and Croats in forming a new multinational state , which was named Yugoslavia in 1929 .",O B-tim O O B-gpe O O B-gpe B-org B-gpe O O O O O O O O O O B-geo O B-tim O
"After World War II , Slovenia became a republic of the renewed Yugoslavia , which though Communist , distanced itself from Moscow 's rule .",O B-eve I-eve I-eve O B-per O O O O O O B-geo O O O B-org O O O O B-geo O O O
"Dissatisfied with the exercise of power by the majority Serbs , the Slovenes succeeded in establishing their independence in 1991 after a short 10-day war .",O O O O O O O O O B-gpe O O B-gpe O O O O O O B-tim O O O O O O
The accident happened one day after a fire at a coal mine in northeastern China killed at least five miners and trapped 30 .,O O O O O O O O O O O O O O B-geo O O O O O O O O O
"Historical ties to Western Europe , a strong economy , and a stable democracy have assisted in Slovenia 's transformation to a modern state .",O O O B-geo I-geo O O O O O O O O O O O O B-per O O O O O O O
Slovenia acceded to both NATO and the EU in the spring of 2004 ; it joined the eurozone in 2007 .,B-per O O O B-org O O B-org O O B-tim I-tim I-tim O O O O O O B-tim O
The use of the name Montenegro began in the 15th century when the Crnojevic dynasty began to rule the Serbian principality of Zeta ; over subsequent centuries Montenegro was able to maintain its independence from the Ottoman Empire .,O O O O O B-geo O O O B-tim I-tim O O B-org O O O O O B-gpe O O B-geo O O O O B-geo O O O O O O O O B-org I-org O
"From the 16th to 19th centuries , Montenegro became a theocracy ruled by a series of bishop princes ; in 1852 , it was transformed into a secular principality .",O O B-tim I-tim I-tim O O B-geo O O O O O O O O O O O O B-tim O O O O O O O O O
"After World War I , Montenegro was absorbed by the Kingdom of Serbs , Croats , and Slovenes , which became the Kingdom of Yugoslavia in 1929 ; at the conclusion of World War II , it became a constituent republic of the Socialist Federal Republic of Yugoslavia .",O O O B-eve O B-geo O O O O B-org I-org B-gpe B-org B-gpe O B-org B-gpe O O O O B-org I-org I-org O B-tim O O O O O O O B-eve O O O O O O O O O O B-geo O B-geo O
"When the latter dissolved in 1992 , Montenegro federated with Serbia , first as the Federal Republic of Yugoslavia and , after 2003 , in a looser union of Serbia and Montenegro .",O O O O O B-tim O B-geo O O B-geo O O O O O B-geo I-geo I-geo O O O B-tim O O O O O B-org I-org I-org I-org O
"In May 2006 , Montenegro invoked its right under the Constitutional Charter of Serbia and Montenegro to hold a referendum on independence from the state union .",O B-tim I-tim O B-geo O O O O O O O O B-geo O B-geo O O O O O O O O O O O
The vote for severing ties with Serbia exceeded 55 % - the threshold set by the EU - allowing Montenegro to formally declare its independence on 3 June 2006 .,O O O O O O B-geo O O O O O O O O O B-org O O B-geo O O O O O O B-tim I-tim I-tim O
Basutoland was renamed the Kingdom of Lesotho upon independence from the UK in 1966 .,B-geo O O O B-org I-org I-org O O O O B-org O B-tim O
The Basuto National Party ruled for the first two decades .,O B-org I-org I-org O O O B-tim I-tim I-tim O
"Xinhua said the fire broke out Saturday at a mine in Hegang City , Heilongjiang province , while 44 miners were working underground .",B-org O O O O O B-tim O O O O B-geo I-geo O B-geo O O O O O O O O O
"King MOSHOESHOE was exiled in 1990 , but returned to Lesotho in 1992 and was reinstated in 1995 and subsequently succeeded by his son , King LETSIE III , in 1996 .",B-per I-per O O O B-tim O O O O B-geo O B-tim O O O O B-tim O O O O O O O B-org I-org I-org O O B-tim O
Constitutional government was restored in 1993 after seven years of military rule .,O O O O O B-tim O B-tim O O O O O
"In 1998 , violent protests and a military mutiny following a contentious election prompted a brief but bloody intervention by South African and Botswana military forces under the aegis of the Southern African Development Community .",O B-tim O O O O O O O O O O O O O O O O O O B-geo I-geo O B-geo O O O O O O O B-org I-org I-org I-org O
Subsequent constitutional reforms restored relative political stability .,O O O O O O O O
"Peaceful parliamentary elections were held in 2002 , but the National Assembly elections of February 2007 were hotly contested and aggrieved parties continue to dispute how the electoral law was applied to award proportional seats in the Assembly .",O O O O O O B-tim O O O B-org I-org O O B-tim I-tim O O O O O O O O O O O O O O O O O O O O O O O
"Tourism , petroleum refining , and offshore finance are the mainstays of this small economy , which is closely tied to the outside world .",O O O O O O O O O O O O O O O O O O O O O O O O O
"Although GDP grew slightly during the past decade , the island enjoys a high per capita income and a well-developed infrastructure compared with other countries in the region .",O O O O O O B-tim I-tim O O O O O O O O O O O O O O O O O O O O O
Curacao has an excellent natural harbor that can accommodate large oil tankers .,B-org O O O O O O O O O O O O
The Venezuelan state oil company leases the single refinery on the island from the government ; most of the oil for the refinery is imported from Venezuela ; most of the refined products are exported to the US .,O B-gpe O O O O O O O O O O O O O O O O O O O O O O O O B-geo O O O O O O O O O O B-geo O
"Almost all consumer and capital goods are imported , with the US , Brazil , Italy , and Mexico being the major suppliers .",O O O O O O O O O O O B-geo O B-geo O B-geo O O B-geo O O O O O
"China 's coal mines are the world 's deadliest , with thousands of people dying every year in explosions , cave-ins and floods .",B-geo O O O O O O O O O O O O O O O O O O O O O O O
The government is attempting to diversify its industry and trade and has signed an Association Agreement with the EU to expand business there .,O O O O O O O O O O O O O O B-org I-org O O B-org O O O O O
Poor soils and inadequate water supplies hamper the development of agriculture .,O O O O O O O O O O O O
Budgetary problems complicate reform of the health and pension systems for an aging population .,O O O O O O O O O O O O O O O
"A quarrel had arisen between the Horse and the Stag , so the Horse came to a Hunter to ask his help to take revenge on the Stag .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The Hunter agreed , but said : "" If you desire to conquer the Stag , you must permit me to place this piece of iron between your jaws , so that I may guide you with these reins , and allow this saddle to be placed upon your back so that I may keep steady upon you as we follow after the enemy . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The Horse agreed to the conditions , and the Hunter soon saddled and bridled him .",O O O O O O O O O O O O O O O O
"Then with the aid of the Hunter the Horse soon overcame the Stag , and said to the Hunter : "" Now , get off , and remove those things from my mouth and back . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
""" Not so fast , friend , "" said the Hunter .",O O O O O O O O O O O O
""" I have now got you under bit and spur , and prefer to keep you as you are at present . """,O O O O O O O O O O O O O O O O O O O O O O O
"If you allow men to use you for your own purposes , they will use you for theirs .",O O O O O O O O O O O O O O O O O O O
"The European Union , with U.S. backing , has threatened to refer Iran to the U.N. Security Council , which could impose sanctions if it finds Tehran has violated the Nuclear Non-Proliferation treaty .",O B-org I-org O O B-gpe O O O O O O B-gpe O O B-org I-org I-org O O O O O O O O B-gpe O O O B-art I-art O O
"Health officials in Vietnam say a deadly strain of the bird flu virus has killed a second Vietnamese man this week , raising the country 's death toll from the virus to 50 .",O O O B-geo O O O O O O O O O O O O O B-gpe O O O O O O O O O O O O O O O O
Iraq says it will close its borders and extend curfew hours as part of an extensive security plan to foil insurgent attacks during Thursday 's parliamentary elections .,B-geo O O O O O O O O O O O O O O O O O O O O O O B-tim O O O O
THE POMEGRANATE and Apple-Tree disputed as to which was the most beautiful .,O O O O O O O O O O O O O
"When their strife was at its height , a Bramble from the neighboring hedge lifted up its voice , and said in a boastful tone : "" Pray , my dear friends , in my presence at least cease from such vain disputings . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
""" ARE the industries of this country in a flourishing condition ? "" asked a Traveller from a Foreign Land of the first man he met in America .",O O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo O
""" Splendid ! "" said the Man .",O O O O O O O O
""" I have more orders than I can fill . """,O O O O O O O O O O O
""" What is your business ? "" the Traveller from a Foreign Land inquired .",O O O O O O O O O O O O O O O
"The Man replied , "" I make boxing-gloves for the tongues of pugilists . """,O O O O O O O O O O O O O O O
A statistician is someone who is good with numbers but lacks the personality to be an accountant,O O O O O O O O O O O O O O O O O
"The band at Ellsworth Air Force Base , South Dakota , was required to play for all generals who arrived on base .",O O O B-org I-org I-org I-org I-org I-org I-org O O O O O O O O O O O O O
